id,text,user_age,platform,toxicity_score,label
8974,"You're so ugly, no one likes you!",10,TikTok,0.81,1
8975,Nobody wants to be your friend.,14,Instagram,0.65,1
8976,You should just quit social media.,16,TikTok,0.61,1
8977,"That was a fun game, well played!",12,Facebook,0.32,0
8978,Let's meet up this weekend.,16,Twitter,0.18,0
8979,"Nice post! Just kidding, it's terrible.",12,TikTok,0.87,1
8980,Let's meet up this weekend.,10,Facebook,0.18,0
8981,That's a cool picture!,17,Facebook,0.17,0
8982,"You're such a loser, go away!",11,Facebook,0.7,1
8983,You should just quit social media.,15,Snapchat,0.57,1
8984,"You're worthless, just disappear.",15,Instagram,0.86,1
8985,Nobody wants to be your friend.,18,Snapchat,0.98,1
8986,"That was a fun game, well played!",18,Facebook,0.22,0
8987,"You're so ugly, no one likes you!",11,Facebook,0.52,1
8988,Good luck on your exam tomorrow!,15,Snapchat,0.08,0
8989,Happy birthday! Hope you have a great day.,18,Facebook,0.17,0
8990,"That was a fun game, well played!",15,TikTok,0.24,0
8991,You should just quit social media.,12,TikTok,0.55,1
8992,"Hey, how's your day going?",17,Facebook,0.2,0
8993,Happy birthday! Hope you have a great day.,14,Twitter,0.16,0
8994,"You're such a loser, go away!",16,TikTok,0.61,1
8995,"That was a fun game, well played!",11,Snapchat,0.33,0
8996,Happy birthday! Hope you have a great day.,17,Facebook,0.1,0
8997,"That was a fun game, well played!",15,Twitter,0.16,0
8998,Good luck on your exam tomorrow!,17,Snapchat,0.18,0
8999,"Nice post! Just kidding, it's terrible.",15,Snapchat,0.68,1
9000,Let's meet up this weekend.,12,TikTok,0.07,0
9001,"That was a fun game, well played!",12,Facebook,0.21,0
9002,You should just quit social media.,15,Snapchat,0.95,1
9003,I love your new post!,15,Instagram,0.25,0
9004,Nobody wants to be your friend.,16,Twitter,0.89,1
9005,Good luck on your exam tomorrow!,14,Snapchat,0.17,0
9006,That's a cool picture!,13,Facebook,0.1,0
9007,Let's meet up this weekend.,11,Snapchat,0.17,0
9008,Good luck on your exam tomorrow!,11,Instagram,0.28,0
9009,"Nice post! Just kidding, it's terrible.",16,Twitter,0.58,1
9010,"You're worthless, just disappear.",12,Snapchat,0.81,1
9011,"Hey, how's your day going?",15,Snapchat,0.17,0
9012,I can't believe how dumb you are.,14,Snapchat,0.84,1
9013,"Nice post! Just kidding, it's terrible.",13,Snapchat,0.67,1
9014,Nobody wants to be your friend.,12,Instagram,0.57,1
9015,I can't believe how dumb you are.,10,Twitter,0.69,1
9016,I can't believe how dumb you are.,15,Snapchat,0.79,1
9017,You should just quit social media.,16,Twitter,0.95,1
9018,Let's meet up this weekend.,18,Facebook,0.39,0
9019,"You're worthless, just disappear.",16,Snapchat,0.57,1
9020,I love your new post!,12,Instagram,0.19,0
9021,"Hey, how's your day going?",11,Snapchat,0.07,0
9022,Happy birthday! Hope you have a great day.,18,Instagram,0.2,0
9023,You should just quit social media.,10,Twitter,0.58,1
9024,Let's meet up this weekend.,10,Snapchat,0.33,0
9025,"You're such a loser, go away!",11,Facebook,0.61,1
9026,Good luck on your exam tomorrow!,14,TikTok,0.36,0
9027,"You're so ugly, no one likes you!",14,Instagram,0.83,1
9028,"You're worthless, just disappear.",15,TikTok,0.69,1
9029,"Nice post! Just kidding, it's terrible.",15,Twitter,0.92,1
9030,Nobody wants to be your friend.,12,Twitter,0.85,1
9031,"You're such a loser, go away!",10,Twitter,0.61,1
9032,Good luck on your exam tomorrow!,12,Twitter,0.11,0
9033,"Hey, how's your day going?",14,Twitter,0.16,0
9034,Let's meet up this weekend.,16,Twitter,0.1,0
9035,You should just quit social media.,18,Facebook,0.72,1
9036,"You're worthless, just disappear.",13,Twitter,0.6,1
9037,Good luck on your exam tomorrow!,10,TikTok,0.11,0
9038,I can't believe how dumb you are.,17,Snapchat,0.59,1
9039,Happy birthday! Hope you have a great day.,12,Instagram,0.08,0
9040,"You're so ugly, no one likes you!",12,TikTok,0.75,1
9041,I love your new post!,13,Snapchat,0.24,0
9042,"Hey, how's your day going?",10,Facebook,0.0,0
9043,"You're so ugly, no one likes you!",15,Instagram,0.82,1
9044,Good luck on your exam tomorrow!,15,TikTok,0.11,0
9045,You should just quit social media.,16,Snapchat,0.76,1
9046,"You're worthless, just disappear.",13,Facebook,0.96,1
9047,Happy birthday! Hope you have a great day.,17,Snapchat,0.28,0
9048,"Hey, how's your day going?",12,Facebook,0.08,0
9049,That's a cool picture!,18,Snapchat,0.3,0
9050,You should just quit social media.,11,Twitter,0.79,1
9051,"You're such a loser, go away!",17,Twitter,0.63,1
9052,Nobody wants to be your friend.,12,Facebook,0.73,1
9053,I can't believe how dumb you are.,16,Instagram,0.94,1
9054,Let's meet up this weekend.,10,Snapchat,0.17,0
9055,Happy birthday! Hope you have a great day.,10,Instagram,0.01,0
9056,Good luck on your exam tomorrow!,15,TikTok,0.33,0
9057,Happy birthday! Hope you have a great day.,12,TikTok,0.02,0
9058,Let's meet up this weekend.,15,Snapchat,0.18,0
9059,"Hey, how's your day going?",16,Facebook,0.04,0
9060,"You're worthless, just disappear.",13,Twitter,0.51,1
9061,Happy birthday! Hope you have a great day.,17,Facebook,0.38,0
9062,Let's meet up this weekend.,14,Instagram,0.28,0
9063,You should just quit social media.,16,TikTok,0.57,1
9064,I can't believe how dumb you are.,11,Instagram,0.84,1
9065,"You're so ugly, no one likes you!",14,Twitter,0.79,1
9066,"You're worthless, just disappear.",17,Twitter,0.72,1
9067,Let's meet up this weekend.,10,Facebook,0.38,0
9068,I love your new post!,18,Twitter,0.29,0
9069,"You're worthless, just disappear.",15,TikTok,0.56,1
9070,That's a cool picture!,17,Snapchat,0.08,0
9071,You should just quit social media.,15,Facebook,0.52,1
9072,Let's meet up this weekend.,17,Snapchat,0.03,0
9073,"You're such a loser, go away!",14,Twitter,0.94,1
9074,Good luck on your exam tomorrow!,16,TikTok,0.29,0
9075,You should just quit social media.,15,Snapchat,0.82,1
9076,Good luck on your exam tomorrow!,18,TikTok,0.02,0
9077,Good luck on your exam tomorrow!,18,Twitter,0.36,0
9078,"You're so ugly, no one likes you!",15,Snapchat,0.53,1
9079,Let's meet up this weekend.,13,TikTok,0.26,0
9080,You should just quit social media.,14,Instagram,0.88,1
9081,That's a cool picture!,14,Twitter,0.32,0
9082,You should just quit social media.,11,Instagram,0.58,1
9083,"You're so ugly, no one likes you!",15,Snapchat,0.63,1
9084,"You're such a loser, go away!",12,Snapchat,0.64,1
9085,"Nice post! Just kidding, it's terrible.",10,Snapchat,0.83,1
9086,"Nice post! Just kidding, it's terrible.",18,Instagram,0.64,1
9087,Good luck on your exam tomorrow!,13,TikTok,0.05,0
9088,"That was a fun game, well played!",16,Instagram,0.24,0
9089,Good luck on your exam tomorrow!,14,Instagram,0.07,0
9090,Let's meet up this weekend.,18,Snapchat,0.24,0
9091,"That was a fun game, well played!",13,TikTok,0.23,0
9092,I love your new post!,15,Snapchat,0.05,0
9093,That's a cool picture!,11,TikTok,0.19,0
9094,"Hey, how's your day going?",18,Instagram,0.09,0
9095,"You're such a loser, go away!",18,Twitter,0.5,1
9096,Good luck on your exam tomorrow!,16,Facebook,0.26,0
9097,Nobody wants to be your friend.,12,TikTok,1.0,1
9098,"Nice post! Just kidding, it's terrible.",10,Snapchat,0.95,1
9099,You should just quit social media.,14,Facebook,0.55,1
9100,"That was a fun game, well played!",13,Facebook,0.14,0
9101,"You're so ugly, no one likes you!",11,TikTok,0.9,1
9102,"That was a fun game, well played!",13,Twitter,0.25,0
9103,"You're worthless, just disappear.",17,Instagram,0.72,1
9104,That's a cool picture!,17,TikTok,0.13,0
9105,Nobody wants to be your friend.,10,Snapchat,0.52,1
9106,"You're such a loser, go away!",18,Facebook,0.56,1
9107,"That was a fun game, well played!",13,Snapchat,0.21,0
9108,I love your new post!,13,Instagram,0.16,0
9109,"Nice post! Just kidding, it's terrible.",14,TikTok,0.72,1
9110,You should just quit social media.,18,Instagram,0.79,1
9111,That's a cool picture!,13,Snapchat,0.04,0
9112,Happy birthday! Hope you have a great day.,15,Twitter,0.02,0
9113,Happy birthday! Hope you have a great day.,15,Instagram,0.12,0
9114,Good luck on your exam tomorrow!,14,Snapchat,0.32,0
9115,Happy birthday! Hope you have a great day.,17,Twitter,0.14,0
9116,Nobody wants to be your friend.,12,Snapchat,0.55,1
9117,"That was a fun game, well played!",17,Snapchat,0.31,0
9118,"Hey, how's your day going?",17,Snapchat,0.24,0
9119,"Hey, how's your day going?",17,TikTok,0.17,0
9120,That's a cool picture!,12,TikTok,0.25,0
9121,Happy birthday! Hope you have a great day.,12,TikTok,0.29,0
9122,I can't believe how dumb you are.,12,TikTok,0.74,1
9123,Nobody wants to be your friend.,12,Instagram,0.74,1
9124,Nobody wants to be your friend.,15,Facebook,0.8,1
9125,"You're worthless, just disappear.",15,Instagram,0.8,1
9126,That's a cool picture!,11,TikTok,0.4,0
9127,"Nice post! Just kidding, it's terrible.",11,Twitter,0.6,1
9128,That's a cool picture!,17,TikTok,0.22,0
9129,Good luck on your exam tomorrow!,15,TikTok,0.11,0
9130,Let's meet up this weekend.,16,Twitter,0.38,0
9131,Let's meet up this weekend.,11,Instagram,0.18,0
9132,"Hey, how's your day going?",17,Snapchat,0.0,0
9133,You should just quit social media.,16,TikTok,0.9,1
9134,Happy birthday! Hope you have a great day.,14,Twitter,0.14,0
9135,"You're such a loser, go away!",17,Instagram,0.96,1
9136,You should just quit social media.,10,TikTok,0.69,1
9137,"You're worthless, just disappear.",12,TikTok,0.97,1
9138,Nobody wants to be your friend.,11,TikTok,0.99,1
9139,Nobody wants to be your friend.,18,Facebook,0.53,1
9140,Nobody wants to be your friend.,10,Facebook,0.77,1
9141,Nobody wants to be your friend.,13,Twitter,0.51,1
9142,I love your new post!,15,Twitter,0.13,0
9143,I can't believe how dumb you are.,14,Snapchat,0.74,1
9144,"That was a fun game, well played!",16,Instagram,0.24,0
9145,I love your new post!,14,Facebook,0.14,0
9146,I love your new post!,16,Instagram,0.32,0
9147,I can't believe how dumb you are.,16,Instagram,1.0,1
9148,"Nice post! Just kidding, it's terrible.",17,Snapchat,0.61,1
9149,You should just quit social media.,13,Snapchat,0.67,1
9150,I love your new post!,15,Facebook,0.28,0
9151,Let's meet up this weekend.,16,TikTok,0.16,0
9152,"You're worthless, just disappear.",16,Snapchat,0.78,1
9153,Let's meet up this weekend.,17,Twitter,0.27,0
9154,"You're such a loser, go away!",14,TikTok,0.5,1
9155,"You're so ugly, no one likes you!",18,TikTok,0.71,1
9156,"You're worthless, just disappear.",13,TikTok,0.55,1
9157,"You're such a loser, go away!",15,Instagram,1.0,1
9158,Let's meet up this weekend.,10,Snapchat,0.04,0
9159,Nobody wants to be your friend.,15,Twitter,0.55,1
9160,"You're so ugly, no one likes you!",14,Twitter,0.86,1
9161,I can't believe how dumb you are.,16,Snapchat,0.73,1
9162,"Hey, how's your day going?",18,Instagram,0.35,0
9163,"Hey, how's your day going?",16,Instagram,0.24,0
9164,I can't believe how dumb you are.,15,Facebook,0.61,1
9165,"You're worthless, just disappear.",11,Facebook,0.99,1
9166,"You're so ugly, no one likes you!",12,Instagram,0.72,1
9167,I can't believe how dumb you are.,16,Facebook,0.77,1
9168,"You're worthless, just disappear.",10,Facebook,0.51,1
9169,Nobody wants to be your friend.,18,Snapchat,0.9,1
9170,"Hey, how's your day going?",13,Snapchat,0.08,0
9171,"You're such a loser, go away!",10,Snapchat,0.89,1
9172,"That was a fun game, well played!",10,TikTok,0.33,0
9173,"That was a fun game, well played!",18,Instagram,0.03,0
9174,Nobody wants to be your friend.,11,TikTok,0.99,1
9175,Good luck on your exam tomorrow!,16,Instagram,0.17,0
9176,"You're so ugly, no one likes you!",13,Snapchat,0.65,1
9177,Good luck on your exam tomorrow!,13,Instagram,0.22,0
9178,Good luck on your exam tomorrow!,12,Twitter,0.33,0
9179,Nobody wants to be your friend.,18,Twitter,0.57,1
9180,I can't believe how dumb you are.,13,Instagram,0.99,1
9181,Good luck on your exam tomorrow!,11,Facebook,0.19,0
9182,"Nice post! Just kidding, it's terrible.",15,Instagram,0.76,1
9183,"That was a fun game, well played!",14,Facebook,0.24,0
9184,"That was a fun game, well played!",17,Snapchat,0.21,0
9185,"You're worthless, just disappear.",16,Snapchat,0.7,1
9186,Happy birthday! Hope you have a great day.,12,Snapchat,0.11,0
9187,"You're so ugly, no one likes you!",15,Facebook,0.81,1
9188,I love your new post!,16,Twitter,0.23,0
9189,Nobody wants to be your friend.,15,Snapchat,0.52,1
9190,"That was a fun game, well played!",11,Instagram,0.02,0
9191,"You're so ugly, no one likes you!",15,TikTok,0.91,1
9192,"You're worthless, just disappear.",10,Facebook,0.62,1
9193,"You're worthless, just disappear.",12,Facebook,0.54,1
9194,Nobody wants to be your friend.,14,Instagram,0.7,1
9195,I can't believe how dumb you are.,17,Facebook,0.52,1
9196,"You're so ugly, no one likes you!",12,TikTok,0.89,1
9197,That's a cool picture!,12,TikTok,0.38,0
9198,Nobody wants to be your friend.,14,Instagram,0.58,1
9199,Nobody wants to be your friend.,16,Twitter,0.93,1
9200,"You're so ugly, no one likes you!",15,Instagram,0.85,1
9201,"Nice post! Just kidding, it's terrible.",18,Facebook,0.88,1
9202,"You're such a loser, go away!",15,Instagram,0.68,1
9203,"You're so ugly, no one likes you!",13,Twitter,0.91,1
9204,I can't believe how dumb you are.,15,Snapchat,0.5,1
9205,I can't believe how dumb you are.,17,Twitter,0.55,1
9206,"You're so ugly, no one likes you!",14,Snapchat,0.53,1
9207,"Nice post! Just kidding, it's terrible.",17,Snapchat,0.81,1
9208,I love your new post!,11,Snapchat,0.25,0
9209,You should just quit social media.,13,TikTok,0.66,1
9210,You should just quit social media.,17,TikTok,0.81,1
9211,"Nice post! Just kidding, it's terrible.",15,Instagram,0.87,1
9212,Happy birthday! Hope you have a great day.,13,Instagram,0.08,0
9213,You should just quit social media.,15,Snapchat,0.61,1
9214,I love your new post!,14,Instagram,0.3,0
9215,That's a cool picture!,14,Snapchat,0.05,0
9216,You should just quit social media.,13,Snapchat,0.54,1
9217,Let's meet up this weekend.,10,Twitter,0.09,0
9218,"You're so ugly, no one likes you!",13,Snapchat,0.5,1
9219,"You're such a loser, go away!",13,TikTok,0.72,1
9220,"That was a fun game, well played!",15,Instagram,0.27,0
9221,"You're so ugly, no one likes you!",10,Snapchat,0.88,1
9222,Happy birthday! Hope you have a great day.,14,Instagram,0.33,0
9223,You should just quit social media.,11,Snapchat,0.74,1
9224,"Hey, how's your day going?",17,TikTok,0.31,0
9225,Good luck on your exam tomorrow!,17,Twitter,0.28,0
9226,Good luck on your exam tomorrow!,10,Instagram,0.3,0
9227,Happy birthday! Hope you have a great day.,12,Facebook,0.39,0
9228,"You're so ugly, no one likes you!",12,TikTok,0.54,1
9229,"Hey, how's your day going?",12,Facebook,0.17,0
9230,Nobody wants to be your friend.,16,TikTok,0.52,1
9231,You should just quit social media.,18,Twitter,0.71,1
9232,Let's meet up this weekend.,16,Twitter,0.07,0
9233,I can't believe how dumb you are.,14,Snapchat,0.63,1
9234,You should just quit social media.,15,TikTok,0.62,1
9235,"You're worthless, just disappear.",16,TikTok,0.69,1
9236,Good luck on your exam tomorrow!,17,Facebook,0.15,0
9237,"That was a fun game, well played!",16,TikTok,0.21,0
9238,I love your new post!,12,TikTok,0.14,0
9239,"You're worthless, just disappear.",17,Instagram,0.78,1
9240,You should just quit social media.,12,Twitter,0.89,1
9241,"Nice post! Just kidding, it's terrible.",16,Instagram,0.93,1
9242,"Nice post! Just kidding, it's terrible.",12,Snapchat,0.79,1
9243,"That was a fun game, well played!",17,Snapchat,0.03,0
9244,"You're worthless, just disappear.",13,Snapchat,0.88,1
9245,I love your new post!,11,Snapchat,0.05,0
9246,Happy birthday! Hope you have a great day.,16,Twitter,0.24,0
9247,Nobody wants to be your friend.,12,Instagram,0.8,1
9248,That's a cool picture!,16,Twitter,0.21,0
9249,I can't believe how dumb you are.,12,Twitter,0.66,1
9250,"Hey, how's your day going?",16,Facebook,0.07,0
9251,Good luck on your exam tomorrow!,13,Instagram,0.0,0
9252,"You're so ugly, no one likes you!",15,TikTok,0.52,1
9253,"That was a fun game, well played!",18,Twitter,0.23,0
9254,That's a cool picture!,14,Facebook,0.09,0
9255,I can't believe how dumb you are.,14,Snapchat,0.86,1
9256,"You're worthless, just disappear.",10,Facebook,0.98,1
9257,I can't believe how dumb you are.,17,TikTok,0.91,1
9258,Nobody wants to be your friend.,11,Snapchat,0.78,1
9259,"You're so ugly, no one likes you!",18,TikTok,0.71,1
9260,You should just quit social media.,15,Twitter,0.86,1
9261,"Nice post! Just kidding, it's terrible.",13,TikTok,0.95,1
9262,"You're worthless, just disappear.",17,Facebook,0.89,1
9263,I can't believe how dumb you are.,11,Instagram,0.9,1
9264,I love your new post!,11,Instagram,0.12,0
9265,"Hey, how's your day going?",14,Twitter,0.13,0
9266,I love your new post!,18,Facebook,0.24,0
9267,"You're such a loser, go away!",13,Snapchat,0.63,1
9268,I love your new post!,18,TikTok,0.08,0
9269,Nobody wants to be your friend.,17,Facebook,0.57,1
9270,I can't believe how dumb you are.,16,TikTok,0.58,1
9271,Nobody wants to be your friend.,12,TikTok,0.98,1
9272,You should just quit social media.,11,TikTok,0.76,1
9273,I love your new post!,18,Instagram,0.03,0
9274,"Nice post! Just kidding, it's terrible.",11,Snapchat,0.51,1
9275,"You're so ugly, no one likes you!",13,Facebook,0.6,1
9276,"You're such a loser, go away!",15,Snapchat,0.59,1
9277,"Nice post! Just kidding, it's terrible.",17,TikTok,0.93,1
9278,Nobody wants to be your friend.,12,Snapchat,0.66,1
9279,"That was a fun game, well played!",15,TikTok,0.37,0
9280,"Hey, how's your day going?",15,Instagram,0.34,0
9281,"You're worthless, just disappear.",13,Instagram,0.94,1
9282,"Hey, how's your day going?",13,Facebook,0.22,0
9283,I love your new post!,17,TikTok,0.38,0
9284,Happy birthday! Hope you have a great day.,11,Facebook,0.01,0
9285,"You're so ugly, no one likes you!",11,Instagram,0.98,1
9286,"Hey, how's your day going?",18,Instagram,0.17,0
9287,"You're such a loser, go away!",18,Facebook,0.57,1
